"name","region","country","lat","lon","tz_id","localtime_epoch","localtime","time","temp_c","temp_f","condition_text","condition_icon","wind_mph","wind_kph","wind_degree","wind_dir","pressure_mb","pressure_in","precip_mm","precip_in","snow_cm","humidity","cloud","feelslike_c","feelslike_f","windchill_c","windchill_f","heatindex_c","heatindex_f","dewpoint_c","dewpoint_f","will_it_rain","chance_of_rain","will_it_snow","chance_of_snow","vis_km","vis_miles","gust_mph","gust_kph","uv"
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745491176,"2025-04-24 16:24","2025-04-22 08:00",25.9,78.5,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,2.7,4.3,246,WSW,1011.0,29.86,0.0,0.0,0.0,33,2,25.5,77.9,25.9,78.5,25.5,77.9,8.4,47.1,0,0,0,0,10.0,6.0,5.9,9.5,7.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745491176,"2025-04-24 16:24","2025-04-22 07:00",23.2,73.8,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1.8,2.9,230,SW,1011.0,29.86,0.0,0.0,0.0,37,2,24.9,76.9,23.2,73.8,24.9,76.9,13.0,55.3,0,0,0,0,10.0,6.0,2.4,3.9,6.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745491176,"2025-04-24 16:24","2025-04-22 06:00",20.8,69.4,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,0.9,1.4,84,E,1011.0,29.85,0.0,0.0,0.0,47,2,20.8,69.4,20.8,69.4,20.8,69.4,9.0,48.1,0,0,0,0,10.0,6.0,1.9,3.0,6.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745491176,"2025-04-24 16:24","2025-04-22 05:00",18.1,64.7,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1.8,2.9,59,ENE,1010.0,29.84,0.0,0.0,0.0,51,1,18.1,64.7,18.1,64.7,18.1,64.7,7.8,46.0,0,0,0,0,10.0,6.0,3.8,6.0,0.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745491176,"2025-04-24 16:24","2025-04-22 04:00",18.3,65.0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,2.0,3.2,56,ENE,1010.0,29.82,0.0,0.0,0.0,51,0,18.3,65.0,18.3,65.0,18.3,65.0,8.0,46.3,0,0,0,0,10.0,6.0,4.2,6.8,0.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745491176,"2025-04-24 16:24","2025-04-22 03:00",18.7,65.6,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,2.7,4.3,66,ENE,1010.0,29.81,0.0,0.0,0.0,51,2,18.7,65.6,18.7,65.6,18.7,65.6,8.3,46.9,0,0,0,0,10.0,6.0,5.6,9.1,0.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745491176,"2025-04-24 16:24","2025-04-22 02:00",19.0,66.1,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,2.9,4.7,62,ENE,1010.0,29.82,0.0,0.0,0.0,51,3,19.0,66.1,19.0,66.1,19.0,66.1,8.6,47.4,0,0,0,0,10.0,6.0,6.1,9.8,0.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745491176,"2025-04-24 16:24","2025-04-22 01:00",19.3,66.7,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,3.4,5.4,56,ENE,1010.0,29.83,0.0,0.0,0.0,50,4,19.3,66.7,19.3,66.7,19.3,66.7,8.6,47.6,0,0,0,0,10.0,6.0,7.0,11.3,0.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745491176,"2025-04-24 16:24","2025-04-22 00:00",19.7,67.4,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,3.1,5.0,43,NE,1011.0,29.84,0.0,0.0,0.0,49,4,19.7,67.4,19.7,67.4,19.7,67.4,8.7,47.7,0,0,0,0,10.0,6.0,6.6,10.6,0.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745491369,"2025-04-24 16:27","2025-04-21 23:00",20.1,68.2,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,2.9,4.7,63,ENE,1011.0,29.85,0.0,0.0,0.0,50,4,20.1,68.2,20.1,68.2,20.1,68.2,9.5,49.1,0,0,0,0,10.0,6.0,6.1,9.8,0.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745491369,"2025-04-24 16:27","2025-04-21 22:00",21.3,70.3,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,3.4,5.4,57,ENE,1012.0,29.87,0.0,0.0,0.0,49,6,21.3,70.3,21.3,70.3,24.3,75.7,10.3,50.5,0,0,0,0,10.0,6.0,7.0,11.3,0.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745491369,"2025-04-24 16:27","2025-04-21 21:00",21.1,70.0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,3.8,6.1,46,NE,1012.0,29.87,0.0,0.0,0.0,47,9,21.1,70.0,21.1,70.0,24.2,75.6,12.8,55.1,0,0,0,0,10.0,6.0,7.3,11.8,0.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745491369,"2025-04-24 16:27","2025-04-21 20:00",21.4,70.4,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,3.8,6.1,31,NNE,1011.0,29.87,0.0,0.0,0.0,48,10,21.4,70.4,21.4,70.4,24.3,75.7,13.0,55.4,0,0,0,0,10.0,6.0,7.5,12.1,0.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745491369,"2025-04-24 16:27","2025-04-21 19:00",21.8,71.3,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,3.4,5.4,5,N,1010.0,29.84,0.0,0.0,0.0,47,10,21.8,71.3,21.8,71.3,24.3,75.7,13.1,55.6,0,0,0,0,10.0,6.0,9.7,15.6,0.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745491369,"2025-04-24 16:27","2025-04-21 18:00",23.9,75.1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,2.7,4.3,341,NNW,1009.0,29.8,0.0,0.0,0.0,44,9,25.0,76.9,23.9,75.1,25.0,76.9,11.1,52.0,0,0,0,0,10.0,6.0,9.1,14.7,6.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745491369,"2025-04-24 16:27","2025-04-21 17:00",25.2,77.4,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,2.9,4.7,278,W,1009.0,29.78,0.0,0.0,0.0,40,8,25.5,77.8,25.2,77.4,25.5,77.8,13.6,56.5,0,0,0,0,10.0,6.0,15.3,24.7,7.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745491369,"2025-04-24 16:27","2025-04-21 16:00",27.2,80.9,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,5.1,8.3,249,WSW,1008.0,29.76,0.0,0.0,0.0,32,7,26.4,79.5,27.2,80.9,26.4,79.5,12.3,54.1,0,0,0,0,10.0,6.0,16.6,26.7,7.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745491369,"2025-04-24 16:27","2025-04-21 15:00",28.1,82.6,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,6.3,10.1,242,WSW,1007.0,29.73,0.0,0.0,0.0,30,6,27.0,80.6,28.1,82.6,27.0,80.6,12.2,53.9,0,0,0,0,10.0,6.0,18.2,29.4,7.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745491369,"2025-04-24 16:27","2025-04-21 14:00",28.4,83.2,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,6.3,10.1,248,WSW,1008.0,29.76,0.0,0.0,0.0,30,7,27.3,81.2,28.4,83.2,27.3,81.2,12.4,54.4,0,0,0,0,10.0,6.0,18.6,29.9,7.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745491369,"2025-04-24 16:27","2025-04-21 13:00",29.7,85.5,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,6.3,10.1,258,WSW,1008.0,29.76,0.0,0.0,0.0,30,8,28.6,83.5,29.7,85.5,28.6,83.5,10.4,50.7,0,0,0,0,10.0,6.0,18.4,29.6,7.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745491369,"2025-04-24 16:27","2025-04-21 12:00",29.3,84.8,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,5.6,9.0,261,W,1009.0,29.79,0.0,0.0,0.0,31,10,28.4,83.0,29.3,84.8,28.4,83.0,10.7,51.2,0,0,0,0,10.0,6.0,16.5,26.6,7.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745491369,"2025-04-24 16:27","2025-04-21 11:00",28.6,83.4,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,4.7,7.6,264,W,1010.0,29.82,0.0,0.0,0.0,34,11,27.8,82.1,28.6,83.4,27.8,82.1,11.1,52.0,0,0,0,0,10.0,6.0,15.8,25.4,7.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745491369,"2025-04-24 16:27","2025-04-21 10:00",26.6,79.8,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,4.0,6.5,264,W,1011.0,29.84,0.0,0.0,0.0,37,8,26.3,79.4,26.6,79.8,26.3,79.4,10.8,51.4,0,0,0,0,10.0,6.0,14.1,22.7,7.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745491369,"2025-04-24 16:27","2025-04-21 09:00",24.6,76.2,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,3.4,5.4,256,WSW,1011.0,29.86,0.0,0.0,0.0,41,6,25.2,77.3,24.6,76.2,25.2,77.3,10.6,51.1,0,0,0,0,10.0,6.0,11.0,17.8,6.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745491369,"2025-04-24 16:27","2025-04-21 08:00",22.9,73.3,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,2.5,4.0,245,WSW,1011.0,29.87,0.0,0.0,0.0,46,5,24.6,76.2,22.9,73.3,24.6,76.2,10.6,51.1,0,0,0,0,10.0,6.0,6.6,10.6,6.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745491369,"2025-04-24 16:27","2025-04-21 07:00",21.1,70.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,2.2,3.6,214,SW,1011.0,29.87,0.0,0.0,0.0,50,5,21.1,70.0,21.1,70.0,24.3,75.7,10.4,50.6,0,0,0,0,10.0,6.0,3.2,5.1,6.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745491369,"2025-04-24 16:27","2025-04-21 06:00",18.4,65.2,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1.3,2.2,166,SSE,1011.0,29.87,0.0,0.0,0.0,58,5,18.4,65.2,18.4,65.2,18.4,65.2,9.9,49.9,0,0,0,0,10.0,6.0,2.7,4.3,5.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745491369,"2025-04-24 16:27","2025-04-21 05:00",16.4,61.5,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1.6,2.5,121,ESE,1011.0,29.85,0.0,0.0,0.0,61,5,16.4,61.5,16.4,61.5,16.4,61.5,8.8,47.8,0,0,0,0,10.0,6.0,3.3,5.3,0.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745491369,"2025-04-24 16:27","2025-04-21 04:00",16.5,61.7,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1.1,1.8,105,ESE,1010.0,29.83,0.0,0.0,0.0,61,4,16.5,61.7,16.5,61.7,16.5,61.7,8.9,48.1,0,0,0,0,10.0,6.0,2.3,3.8,0.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745491369,"2025-04-24 16:27","2025-04-21 03:00",16.3,61.4,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,2.2,3.6,75,ENE,1010.0,29.82,0.0,0.0,0.0,64,4,16.3,61.4,16.3,61.4,16.3,61.4,9.5,49.0,0,0,0,0,10.0,6.0,4.7,7.6,0.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745491369,"2025-04-24 16:27","2025-04-21 02:00",16.4,61.5,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,3.1,5.0,76,ENE,1010.0,29.82,0.0,0.0,0.0,66,3,16.4,61.5,16.4,61.5,16.4,61.5,10.0,50.0,0,0,0,0,10.0,6.0,6.6,10.6,0.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745491369,"2025-04-24 16:27","2025-04-21 01:00",16.8,62.2,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,4.3,6.8,68,ENE,1010.0,29.83,0.0,0.0,0.0,67,3,16.8,62.2,16.8,62.2,16.8,62.2,10.6,51.1,0,0,0,0,10.0,6.0,8.9,14.4,0.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745491369,"2025-04-24 16:27","2025-04-21 00:00",17.2,63.0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,4.5,7.2,55,NE,1011.0,29.84,0.0,0.0,0.0,67,3,17.2,63.0,17.2,63.0,17.2,63.0,11.1,52.0,0,0,0,0,10.0,6.0,9.4,15.1,0.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745491371,"2025-04-24 16:27","2025-04-20 23:00",20.0,67.9,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,4.5,7.2,48,NE,1009.0,29.8,0.0,0.0,0.0,57,5,20.0,67.9,20.0,67.9,20.0,67.9,11.3,52.4,0,0,0,0,10.0,6.0,9.4,15.1,0.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745491371,"2025-04-24 16:27","2025-04-20 22:00",20.3,68.6,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,2.5,4.0,39,NE,1010.0,29.81,0.0,0.0,0.0,57,9,20.3,68.6,20.3,68.6,20.3,68.6,11.5,52.6,0,0,0,0,10.0,6.0,7.7,12.4,0.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745491371,"2025-04-24 16:27","2025-04-20 21:00",20.6,69.2,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,2.2,3.6,357,N,1010.0,29.82,0.0,0.0,0.0,56,11,20.6,69.2,20.6,69.2,20.6,69.2,11.7,53.0,0,0,0,0,10.0,6.0,8.5,13.7,0.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745491371,"2025-04-24 16:27","2025-04-20 20:00",20.0,68.0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,2.5,4.0,332,NNW,1008.0,29.78,0.0,0.0,0.0,56,11,20.0,68.0,20.0,68.0,20.0,68.0,13.7,56.6,0,0,0,0,10.0,6.0,9.0,14.4,0.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745491371,"2025-04-24 16:27","2025-04-20 19:00",20.5,68.9,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1.8,2.9,309,NW,1008.0,29.76,0.0,0.0,0.0,54,9,20.5,68.9,20.5,68.9,20.5,68.9,14.1,57.3,0,0,0,0,10.0,6.0,10.8,17.4,0.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745491371,"2025-04-24 16:27","2025-04-20 18:00",21.6,70.9,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,2.5,4.0,318,NW,1007.0,29.74,0.0,0.0,0.0,52,10,21.6,70.9,21.6,70.9,24.4,75.9,14.4,57.8,0,0,0,0,10.0,6.0,9.2,14.8,6.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745491371,"2025-04-24 16:27","2025-04-20 17:00",23.8,74.8,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,2.9,4.7,300,WNW,1006.0,29.72,0.0,0.0,0.0,46,12,25.0,76.9,23.8,74.8,25.0,76.9,14.8,58.6,0,0,0,0,10.0,6.0,15.6,25.2,6.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745491371,"2025-04-24 16:27","2025-04-20 16:00",25.3,77.6,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,5.4,8.7,282,WNW,1006.0,29.71,0.0,0.0,0.0,39,15,25.6,78.0,25.3,77.6,25.6,78.0,14.0,57.3,0,0,0,0,10.0,6.0,16.0,25.8,7.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745491371,"2025-04-24 16:27","2025-04-20 15:00",26.2,79.1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,5.7,9.2,271,W,1006.0,29.72,0.0,0.0,0.0,37,16,26.0,78.8,26.2,79.1,26.0,78.8,13.7,56.6,0,0,0,0,10.0,6.0,16.3,26.3,7.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745491371,"2025-04-24 16:27","2025-04-20 14:00",27.5,81.4,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,3.4,5.4,267,W,1007.0,29.73,0.0,0.0,0.0,38,17,27.1,80.9,27.5,81.4,27.1,80.9,11.8,53.3,0,0,0,0,10.0,6.0,15.1,24.2,7.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745491371,"2025-04-24 16:27","2025-04-20 13:00",27.1,80.8,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,3.8,6.1,270,W,1008.0,29.75,0.1,0.0,0.0,39,78,27.0,80.5,27.1,80.8,27.0,80.5,12.2,53.9,1,100,0,0,10.0,6.0,14.7,23.6,6.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745491371,"2025-04-24 16:27","2025-04-20 12:00",26.8,80.2,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,4.0,6.5,270,W,1009.0,29.78,0.1,0.0,0.0,42,71,26.8,80.3,26.8,80.2,26.8,80.3,12.7,54.9,1,100,0,0,10.0,6.0,13.2,21.3,6.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745491371,"2025-04-24 16:27","2025-04-20 11:00",26.1,78.9,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,4.0,6.5,266,W,1010.0,29.81,0.1,0.0,0.0,45,73,26.5,79.6,26.1,78.9,26.5,79.6,13.4,56.1,1,100,0,0,10.0,6.0,7.7,12.3,6.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745491371,"2025-04-24 16:27","2025-04-20 10:00",23.9,75.0,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png,3.6,5.8,269,W,1011.0,29.84,0.0,0.0,0.0,50,70,25.2,77.3,23.9,75.0,25.2,77.3,13.0,55.3,0,0,0,0,10.0,6.0,7.3,11.7,5.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745491371,"2025-04-24 16:27","2025-04-20 09:00",22.0,71.6,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png,3.1,5.0,266,W,1011.0,29.85,0.0,0.0,0.0,56,80,22.0,71.6,22.0,71.6,24.5,76.2,12.8,55.0,0,0,0,0,10.0,6.0,6.4,10.2,5.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745491371,"2025-04-24 16:27","2025-04-20 08:00",21.1,70.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,2.2,3.6,257,WSW,1011.0,29.85,0.0,0.0,0.0,61,89,21.1,70.0,21.1,70.0,24.5,76.0,13.4,56.0,0,0,0,0,10.0,6.0,5.4,8.6,5.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745491371,"2025-04-24 16:27","2025-04-20 07:00",19.4,66.9,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png,2.2,3.6,250,WSW,1011.0,29.84,0.0,0.0,0.0,68,73,19.4,66.9,19.4,66.9,19.4,66.9,13.3,55.9,0,0,0,0,10.0,6.0,2.8,4.5,4.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745491371,"2025-04-24 16:27","2025-04-20 06:00",17.2,62.9,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,0.7,1.1,147,SSE,1010.0,29.83,0.0,0.0,0.0,77,13,17.2,62.9,17.2,62.9,17.2,62.9,13.1,55.5,0,0,0,0,10.0,6.0,1.1,1.8,5.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745491371,"2025-04-24 16:27","2025-04-20 05:00",15.2,59.4,Cloudy,//cdn.weatherapi.com/weather/64x64/night/119.png,1.8,2.9,89,E,1009.0,29.81,0.0,0.0,0.0,82,74,15.2,59.4,15.2,59.4,15.2,59.4,12.3,54.1,0,0,0,0,10.0,6.0,3.8,6.0,0.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745491371,"2025-04-24 16:27","2025-04-20 04:00",15.4,59.6,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,2.9,4.7,75,ENE,1009.0,29.79,0.0,0.0,0.0,83,14,15.4,59.6,15.4,59.6,15.4,59.6,12.4,54.4,0,0,0,0,10.0,6.0,6.1,9.8,0.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745491371,"2025-04-24 16:27","2025-04-20 03:00",16.1,61.0,Cloudy,//cdn.weatherapi.com/weather/64x64/night/119.png,1.1,1.8,53,NE,1008.0,29.78,0.0,0.0,0.0,82,80,16.1,61.0,16.1,61.0,16.1,61.0,13.1,55.6,0,0,0,0,9.0,5.0,2.3,3.7,0.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745491371,"2025-04-24 16:27","2025-04-20 02:00",16.5,61.7,Overcast,//cdn.weatherapi.com/weather/64x64/night/122.png,3.6,5.8,62,ENE,1008.0,29.77,0.0,0.0,0.0,83,88,16.5,61.7,16.5,61.7,16.5,61.7,13.6,56.5,0,0,0,0,10.0,6.0,4.6,7.4,0.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745491371,"2025-04-24 16:27","2025-04-20 01:00",17.2,62.9,Cloudy,//cdn.weatherapi.com/weather/64x64/night/119.png,2.5,4.0,75,ENE,1009.0,29.79,0.0,0.0,0.0,84,74,17.2,62.9,17.2,62.9,17.2,62.9,14.4,57.8,0,0,0,0,9.0,5.0,4.4,7.0,0.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745491371,"2025-04-24 16:27","2025-04-20 00:00",17.3,63.1,Cloudy,//cdn.weatherapi.com/weather/64x64/night/119.png,1.8,2.9,47,NE,1009.0,29.8,0.0,0.0,0.0,83,76,17.3,63.1,17.3,63.1,17.3,63.1,14.3,57.8,0,0,0,0,9.0,5.0,3.2,5.1,0.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745491387,"2025-04-24 16:28","2025-04-19 23:00",15.8,60.4,Partly cloudy,//cdn.weatherapi.com/weather/64x64/night/116.png,3.1,5.0,72,ENE,1011.0,29.86,0.0,0.0,0.0,91,53,15.8,60.4,15.8,60.4,15.8,60.4,14.3,57.7,0,0,0,0,10.0,6.0,6.0,9.6,0.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745491387,"2025-04-24 16:28","2025-04-19 22:00",15.9,60.6,Partly cloudy,//cdn.weatherapi.com/weather/64x64/night/116.png,4.5,7.2,26,NNE,1011.0,29.85,0.0,0.0,0.0,92,58,15.9,60.6,15.9,60.6,15.9,60.6,14.5,58.2,0,0,0,0,7.0,4.0,8.3,13.3,0.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745491387,"2025-04-24 16:28","2025-04-19 21:00",16.7,62.0,Cloudy,//cdn.weatherapi.com/weather/64x64/night/119.png,2.9,4.7,62,ENE,1011.0,29.84,0.0,0.0,0.0,89,79,16.7,62.0,16.7,62.0,16.7,62.0,14.8,58.7,0,0,0,0,9.0,5.0,5.0,8.1,0.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745491387,"2025-04-24 16:28","2025-04-19 20:00",17.1,62.8,Cloudy,//cdn.weatherapi.com/weather/64x64/night/119.png,3.3,5.3,357,N,1011.0,29.85,0.0,0.0,0.0,89,78,17.1,62.8,17.1,62.8,17.1,62.8,15.2,59.4,0,0,0,0,7.0,4.0,9.1,14.7,0.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745491387,"2025-04-24 16:28","2025-04-19 19:00",18.3,65.0,Overcast,//cdn.weatherapi.com/weather/64x64/night/122.png,4.5,7.2,13,NNE,1008.0,29.77,0.0,0.0,0.0,81,88,18.3,65.0,18.3,65.0,18.3,65.0,15.0,59.0,0,0,0,0,7.0,4.0,7.5,12.1,0.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745491387,"2025-04-24 16:28","2025-04-19 18:00",19.0,66.3,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,2.2,3.6,304,NW,1008.0,29.76,0.0,0.0,0.0,75,86,19.0,66.3,19.0,66.3,19.0,66.3,14.5,58.1,0,0,0,0,9.0,5.0,4.1,6.6,4.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745491387,"2025-04-24 16:28","2025-04-19 17:00",20.4,68.7,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,2.2,3.6,128,SE,1007.0,29.74,0.1,0.0,0.0,71,88,20.4,68.7,20.4,68.7,20.4,68.7,14.9,58.7,1,100,0,0,9.0,5.0,4.3,6.8,5.0
